Series Name,Series Code,Country Name,Country Code,2019 [YR2019]
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,India,IND,96.2056732177734
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Indonesia,IDN,102.856162733356
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,"Iran, Islamic Rep.",IRN,95.1011505126953
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Iraq,IRQ,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Ireland,IRL,100.632316589355
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Isle of Man,IMN,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Israel,ISR,94.4556732177734
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Italy,ITA,98.369140625
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Jamaica,JAM,86.0491096364814
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Japan,JPN,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Jordan,JOR,96.768588397002
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Kazakhstan,KAZ,95.5529372626209
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Kenya,KEN,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Kiribati,KIR,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,"Korea, Dem. People's Rep.",PRK,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,"Korea, Rep.",KOR,99.9055786132812
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Kosovo,XKX,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Kuwait,KWT,82.5096333722399
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Kyrgyz Republic,KGZ,106.821640038371
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Lao PDR,LAO,93.5781951138441
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Latvia,LVA,98.3075332641602
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Lebanon,LBN,67.6409968146899
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Lesotho,LSO,80.3683287396642
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Liberia,LBR,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Libya,LBY,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Liechtenstein,LIE,94.459098815918
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Lithuania,LTU,110.234832763672
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Luxembourg,LUX,77.8626022338867
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,"Macao SAR, China",MAC,90.0961538461539
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,North Macedonia,MKD,91.1494674682617
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Madagascar,MDG,59.0331868380322
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Malawi,MWI,76.5650195834699
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Malaysia,MYS,90.203100362005
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Maldives,MDV,94.4168137333547
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Mali,MLI,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Malta,MLT,98.2835464477539
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Marshall Islands,MHL,105.845886138968
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Mauritania,MRT,66.3788295981318
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Mauritius,MUS,92.646611972045
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Mexico,MEX,102.47265625
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,"Micronesia, Fed. Sts.",FSM,87.5263414160216
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Moldova,MDA,102.427378862089
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Monaco,MCO,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Mongolia,MNG,99.1286229811692
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Montenegro,MNE,98.6865615844727
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Morocco,MAR,91.7139082926889
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Mozambique,MOZ,58.7315806521123
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Myanmar,MMR,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Namibia,NAM,92.3813458917634
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Nauru,NRU,100.727272033691
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Nepal,NPL,118.470123291016
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Netherlands,NLD,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,New Caledonia,NCL,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,New Zealand,NZL,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Nicaragua,NIC,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Niger,NER,61.7530800271105
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Nigeria,NGA,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Northern Mariana Islands,MNP,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Norway,NOR,99.3380279541016
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Oman,OMN,99.2476240760296
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Pakistan,PAK,59.5524576126049
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Palau,PLW,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Panama,PAN,86.7779555118056
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Papua New Guinea,PNG,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Paraguay,PRY,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Peru,PER,94.9881591796875
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Philippines,PHL,99.3735347463562
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Poland,POL,94.6803894042969
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Portugal,PRT,101.043006896973
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Puerto Rico (US),PRI,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Qatar,QAT,100.507363505747
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Romania,ROU,87.5534973144531
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Russian Federation,RUS,100.024342021158
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Rwanda,RWA,95.977301224131
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Samoa,WSM,101.708562298512
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,San Marino,SMR,93.9313984168866
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Sao Tome and Principe,STP,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Saudi Arabia,SAU,98.6456357179814
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Senegal,SEN,60.8755832493715
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Serbia,SRB,98.6684494018555
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Seychelles,SYC,150.456852791878
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Sierra Leone,SLE,84.7302995056702
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Singapore,SGP,98.0779511104631
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Sint Maarten (Dutch part),SXM,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Slovak Republic,SVK,91.5193023681641
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Slovenia,SVN,97.251953125
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Solomon Islands,SLB,79.9952248711152
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,"Somalia, Fed. Rep.",SOM,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,South Africa,ZAF,93.0121131588576
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,South Sudan,SSD,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Spain,ESP,96.6371078491211
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Sri Lanka,LKA,94.5038795032281
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,St. Kitts and Nevis,KNA,110.162002945508
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,St. Lucia,LCA,92.3234024047852
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,St. Martin (French part),MAF,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,St. Vincent and the Grenadines,VCT,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Sudan,SDN,60.1234397888184
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Suriname,SUR,82.9409634190511
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Eswatini,SWZ,96.5940608705299
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Sweden,SWE,98.9591598510742
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Switzerland,CHE,93.5932235717773
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Syrian Arab Republic,SYR,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Tajikistan,TJK,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Tanzania,TZA,64.7094759010993
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Thailand,THA,99.0766391982771
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Timor-Leste,TLS,101.973167436453
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Togo,TGO,84.3248682319118
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Tonga,TON,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Trinidad and Tobago,TTO,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Tunisia,TUN,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Turkiye,TUR,96.6259918212891
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Turkmenistan,TKM,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Turks and Caicos Islands,TCA,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Tuvalu,TUV,90.1408450704225
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Uganda,UGA,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Ukraine,UKR,89.0534000834376
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,United Arab Emirates,ARE,99.7345915659098
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,United Kingdom,GBR,100.255142211914
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,United States,USA,100.489051818848
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Uruguay,URY,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Uzbekistan,UZB,96.6936602667804
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Vanuatu,VUT,104.584039269184
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,"Venezuela, RB",VEN,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Viet Nam,VNM,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Virgin Islands (U.S.),VIR,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,West Bank and Gaza,PSE,95.1031699169302
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,"Yemen, Rep.",YEM,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Zambia,ZMB,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Zimbabwe,ZWE,86.8337629717761
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Afghanistan,AFG,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Albania,ALB,99.01515356567
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Algeria,DZA,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,American Samoa,ASM,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Andorra,AND,96.574333190918
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Angola,AGO,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Antigua and Barbuda,ATG,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Argentina,ARG,110.460151672363
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Armenia,ARM,86.8260633029699
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Aruba,ABW,139.320587158203
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Australia,AUS,144.056564331055
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Austria,AUT,101.543632507324
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Azerbaijan,AZE,107.863960509557
"School enrollment, secondary (% gross)",SE.SEC.ENRR,"Bahamas, The",BHS,78.566734376867
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Bahrain,BHR,102.128281941881
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Bangladesh,BGD,65.1185413488915
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Barbados,BRB,106.086326599121
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Belarus,BLR,100.438744155791
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Belgium,BEL,156.635375976562
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Belize,BLZ,87.4526596660355
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Benin,BEN,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Bermuda,BMU,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Bhutan,BTN,90.6185575459377
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Bolivia,BOL,88.8235046622532
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Bosnia and Herzegovina,BIH,85.5401306152344
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Botswana,BWA,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Brazil,BRA,103.953277587891
"School enrollment, secondary (% gross)",SE.SEC.ENRR,British Virgin Islands,VGB,71.8634001484781
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Brunei Darussalam,BRN,88.2910308837891
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Bulgaria,BGR,102.656936645508
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Burkina Faso,BFA,40.0770460332282
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Burundi,BDI,41.8352417514484
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Cabo Verde,CPV,95.2902285572104
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Cambodia,KHM,49.7344518908574
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Cameroon,CMR,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Canada,CAN,110.980072021484
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Cayman Islands,CYM,88.1225128173828
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Central African Republic,CAF,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Chad,TCD,20.192877474143
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Channel Islands,CHI,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Chile,CHL,104.405769348145
"School enrollment, secondary (% gross)",SE.SEC.ENRR,China,CHN,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Colombia,COL,101.989349365234
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Comoros,COM,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,"Congo, Dem. Rep.",COD,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,"Congo, Rep.",COG,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Costa Rica,CRI,132.849334716797
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Cote d'Ivoire,CIV,53.791930617454
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Croatia,HRV,105.13597869873
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Cuba,CUB,100.467809909244
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Curacao,CUW,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Cyprus,CYP,100.850433349609
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Czechia,CZE,100.21556854248
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Denmark,DNK,129.311126708984
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Djibouti,DJI,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Dominica,DMA,105.625543006082
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Dominican Republic,DOM,81.8562360431581
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Ecuador,ECU,93.8371637137576
"School enrollment, secondary (% gross)",SE.SEC.ENRR,"Egypt, Arab Rep.",EGY,77.9093978841525
"School enrollment, secondary (% gross)",SE.SEC.ENRR,El Salvador,SLV,64.8486537180759
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Equatorial Guinea,GNQ,..
